Gender,Age,Region,Diagnosis,2019,2020,2021,2022
Women,25-29 years,Region Hovedstaden,Concussion,6,9,9,4
Women,25-29 years,Region Hovedstaden,Poisonings,56,62,59,72
Women,25-29 years,Region Hovedstaden,Live-born children,0,0,0,0
Women,25-29 years,Region Hovedstaden,Other diseases,934,1030,1018,969
Women,25-29 years,Region Sjælland,"Diagnosis, total",3194,3460,3625,3387
Women,25-29 years,Region Sjælland,Infectious diseases,29,33,49,56
Women,25-29 years,Region Sjælland,Diseases of lung,47,52,30,50
Women,25-29 years,Region Sjælland,Diseases of the nervous system,37,39,32,40
Women,25-29 years,Region Sjælland,Diseases of the heart and great vessels,14,9,14,19
Women,25-29 years,Region Sjælland,"Diseases of arteries, veins, lymph",13,14,5,9
Women,25-29 years,Region Sjælland,Varicose veins in leg,0,0,0,0
Women,25-29 years,Region Sjælland,Diseases of blood and lymphatic tissue,3,6,8,8
Women,25-29 years,Region Sjælland,Diseases of the stomach and intestines,284,307,280,272
Women,25-29 years,Region Sjælland,Diseases of the urinary tract,65,70,66,58
Women,25-29 years,Region Sjælland,Diseases of the musculoskeletal system,51,53,55,41
Women,25-29 years,Region Sjælland,Diseases of female genital organs,43,43,36,55
Women,25-29 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",1851,1907,2001,1824
Women,25-29 years,Region Sjælland,Diseases of the skin and venereal diseases,44,52,25,25
Women,25-29 years,Region Sjælland,Diseases of the eye,..,0,..,0
Women,25-29 years,Region Sjælland,"Diseases of ear, nose and throat",13,18,16,14
Women,25-29 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",23,30,17,22
Women,25-29 years,Region Sjælland,Mental disorders,256,286,366,353
Women,25-29 years,Region Sjælland,Diseases of mamma,0,..,..,..
Women,25-29 years,Region Sjælland,Sterilization,0,0,0,0
Women,25-29 years,Region Sjælland,Concussion,..,..,..,..
Women,25-29 years,Region Sjælland,Poisonings,34,40,32,40
Women,25-29 years,Region Sjælland,Live-born children,0,0,0,0
Women,25-29 years,Region Sjælland,Other diseases,384,499,589,497
Women,25-29 years,Region Syddanmark,"Diagnosis, total",3367,3712,3824,3341
Women,25-29 years,Region Syddanmark,Infectious diseases,31,38,64,51
Women,25-29 years,Region Syddanmark,Diseases of lung,49,51,51,41
Women,25-29 years,Region Syddanmark,Diseases of the nervous system,53,55,43,57
Women,25-29 years,Region Syddanmark,Diseases of the heart and great vessels,15,15,12,16
Women,25-29 years,Region Syddanmark,"Diseases of arteries, veins, lymph",4,6,4,4
Women,25-29 years,Region Syddanmark,Varicose veins in leg,0,0,0,0
Women,25-29 years,Region Syddanmark,Diseases of blood and lymphatic tissue,6,10,8,7
Women,25-29 years,Region Syddanmark,Diseases of the stomach and intestines,274,260,330,305
Women,25-29 years,Region Syddanmark,Diseases of the urinary tract,56,68,62,76
Women,25-29 years,Region Syddanmark,Diseases of the musculoskeletal system,61,65,71,77
Women,25-29 years,Region Syddanmark,Diseases of female genital organs,46,44,54,47
Women,25-29 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",1738,1955,2067,1593
Women,25-29 years,Region Syddanmark,Diseases of the skin and venereal diseases,32,41,30,39
Women,25-29 years,Region Syddanmark,Diseases of the eye,0,0,..,0
Women,25-29 years,Region Syddanmark,"Diseases of ear, nose and throat",31,27,22,36
Women,25-29 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",26,23,30,36
Women,25-29 years,Region Syddanmark,Mental disorders,423,558,477,485
Women,25-29 years,Region Syddanmark,Diseases of mamma,0,0,..,..
Women,25-29 years,Region Syddanmark,Sterilization,0,0,0,0
Women,25-29 years,Region Syddanmark,Concussion,3,3,..,0
Women,25-29 years,Region Syddanmark,Poisonings,39,40,39,35
Women,25-29 years,Region Syddanmark,Live-born children,0,0,0,0
Women,25-29 years,Region Syddanmark,Other diseases,480,453,456,435
Women,25-29 years,Region Midtjylland,"Diagnosis, total",3403,3908,3764,3820
Women,25-29 years,Region Midtjylland,Infectious diseases,48,55,60,68
Women,25-29 years,Region Midtjylland,Diseases of lung,59,75,49,47
Women,25-29 years,Region Midtjylland,Diseases of the nervous system,40,60,57,59
Women,25-29 years,Region Midtjylland,Diseases of the heart and great vessels,17,21,15,21
Women,25-29 years,Region Midtjylland,"Diseases of arteries, veins, lymph",7,9,7,8
Women,25-29 years,Region Midtjylland,Varicose veins in leg,0,0,0,0
Women,25-29 years,Region Midtjylland,Diseases of blood and lymphatic tissue,19,7,11,12
Women,25-29 years,Region Midtjylland,Diseases of the stomach and intestines,343,401,358,390
Women,25-29 years,Region Midtjylland,Diseases of the urinary tract,101,120,101,97
Women,25-29 years,Region Midtjylland,Diseases of the musculoskeletal system,86,85,75,96
Women,25-29 years,Region Midtjylland,Diseases of female genital organs,32,41,41,44
Women,25-29 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",1535,1759,1737,1610
Women,25-29 years,Region Midtjylland,Diseases of the skin and venereal diseases,30,39,33,40
Women,25-29 years,Region Midtjylland,Diseases of the eye,..,3,3,..
Women,25-29 years,Region Midtjylland,"Diseases of ear, nose and throat",44,30,25,48
Women,25-29 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",26,36,43,55
Women,25-29 years,Region Midtjylland,Mental disorders,556,682,649,735
Women,25-29 years,Region Midtjylland,Diseases of mamma,4,0,..,..
Women,25-29 years,Region Midtjylland,Sterilization,0,0,0,0
Women,25-29 years,Region Midtjylland,Concussion,4,4,7,4
Women,25-29 years,Region Midtjylland,Poisonings,38,58,45,75
Women,25-29 years,Region Midtjylland,Live-born children,0,0,0,0
Women,25-29 years,Region Midtjylland,Other diseases,413,423,447,407
Women,25-29 years,Region Nordjylland,"Diagnosis, total",1760,2238,2242,1835
Women,25-29 years,Region Nordjylland,Infectious diseases,16,22,29,36
Women,25-29 years,Region Nordjylland,Diseases of lung,16,41,31,24
Women,25-29 years,Region Nordjylland,Diseases of the nervous system,31,27,33,27
Women,25-29 years,Region Nordjylland,Diseases of the heart and great vessels,4,21,6,8
Women,25-29 years,Region Nordjylland,"Diseases of arteries, veins, lymph",..,..,4,..
Women,25-29 years,Region Nordjylland,Varicose veins in leg,0,0,0,0
Women,25-29 years,Region Nordjylland,Diseases of blood and lymphatic tissue,3,9,6,..
Women,25-29 years,Region Nordjylland,Diseases of the stomach and intestines,175,230,220,211
Women,25-29 years,Region Nordjylland,Diseases of the urinary tract,37,36,40,57
Women,25-29 years,Region Nordjylland,Diseases of the musculoskeletal system,26,43,40,37
Women,25-29 years,Region Nordjylland,Diseases of female genital organs,30,37,42,24
Women,25-29 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",980,1227,1262,956
Women,25-29 years,Region Nordjylland,Diseases of the skin and venereal diseases,19,25,23,18
Women,25-29 years,Region Nordjylland,Diseases of the eye,4,..,0,..
Women,25-29 years,Region Nordjylland,"Diseases of ear, nose and throat",19,11,10,16
Women,25-29 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",17,15,15,9
Women,25-29 years,Region Nordjylland,Mental disorders,123,180,165,145
Women,25-29 years,Region Nordjylland,Diseases of mamma,..,0,..,0
Women,25-29 years,Region Nordjylland,Sterilization,0,0,0,0
Women,25-29 years,Region Nordjylland,Concussion,..,0,..,..
Women,25-29 years,Region Nordjylland,Poisonings,15,15,17,37
Women,25-29 years,Region Nordjylland,Live-born children,0,0,0,0
Women,25-29 years,Region Nordjylland,Other diseases,242,297,296,225
Women,30-34 years,Region Hovedstaden,"Diagnosis, total",8920,9443,9939,9139
Women,30-34 years,Region Hovedstaden,Infectious diseases,93,118,139,115
Women,30-34 years,Region Hovedstaden,Diseases of lung,174,140,108,117
Women,30-34 years,Region Hovedstaden,Diseases of the nervous system,98,106,111,90
Women,30-34 years,Region Hovedstaden,Diseases of the heart and great vessels,37,36,46,55
Women,30-34 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",18,21,12,10
Women,30-34 years,Region Hovedstaden,Varicose veins in leg,0,0,0,0
Women,30-34 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,32,25,13,25
Women,30-34 years,Region Hovedstaden,Diseases of the stomach and intestines,583,529,569,493
Women,30-34 years,Region Hovedstaden,Diseases of the urinary tract,132,102,125,102
Women,30-34 years,Region Hovedstaden,Diseases of the musculoskeletal system,122,110,127,142
Women,30-34 years,Region Hovedstaden,Diseases of female genital organs,62,64,59,56
Women,30-34 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",5874,6266,6615,6053
Women,30-34 years,Region Hovedstaden,Diseases of the skin and venereal diseases,64,57,53,46
Women,30-34 years,Region Hovedstaden,Diseases of the eye,9,5,4,7
Women,30-34 years,Region Hovedstaden,"Diseases of ear, nose and throat",57,45,41,52
Women,30-34 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",44,50,60,46
Women,30-34 years,Region Hovedstaden,Mental disorders,493,551,582,574
Women,30-34 years,Region Hovedstaden,Diseases of mamma,..,..,..,..
Women,30-34 years,Region Hovedstaden,Sterilization,0,0,0,0
Women,30-34 years,Region Hovedstaden,Concussion,..,5,8,6
Women,30-34 years,Region Hovedstaden,Poisonings,41,32,45,30
Women,30-34 years,Region Hovedstaden,Live-born children,0,0,0,0
Women,30-34 years,Region Hovedstaden,Other diseases,984,1180,1220,1119
Women,30-34 years,Region Sjælland,"Diagnosis, total",2765,3039,3292,3235
Women,30-34 years,Region Sjælland,Infectious diseases,24,24,56,45
Women,30-34 years,Region Sjælland,Diseases of lung,42,40,45,44
Women,30-34 years,Region Sjælland,Diseases of the nervous system,36,39,32,34
Women,30-34 years,Region Sjælland,Diseases of the heart and great vessels,22,15,20,23
Women,30-34 years,Region Sjælland,"Diseases of arteries, veins, lymph",6,14,6,6
Women,30-34 years,Region Sjælland,Varicose veins in leg,0,0,0,..
Women,30-34 years,Region Sjælland,Diseases of blood and lymphatic tissue,8,18,8,16
Women,30-34 years,Region Sjælland,Diseases of the stomach and intestines,278,323,285,306
Women,30-34 years,Region Sjælland,Diseases of the urinary tract,55,34,54,67
Women,30-34 years,Region Sjælland,Diseases of the musculoskeletal system,61,52,67,56
Women,30-34 years,Region Sjælland,Diseases of female genital organs,33,53,38,39
Women,30-34 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",1515,1617,1804,1694
Women,30-34 years,Region Sjælland,Diseases of the skin and venereal diseases,31,39,24,34
Women,30-34 years,Region Sjælland,Diseases of the eye,..,..,..,..
Women,30-34 years,Region Sjælland,"Diseases of ear, nose and throat",9,11,8,12
Women,30-34 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",22,16,21,25
Women,30-34 years,Region Sjælland,Mental disorders,216,258,310,313
Women,30-34 years,Region Sjælland,Diseases of mamma,..,..,3,8
Women,30-34 years,Region Sjælland,Sterilization,..,0,0,0
Women,30-34 years,Region Sjælland,Concussion,4,4,3,6
Women,30-34 years,Region Sjælland,Poisonings,21,32,21,16
Women,30-34 years,Region Sjælland,Live-born children,0,0,0,0
Women,30-34 years,Region Sjælland,Other diseases,378,446,485,489
Women,30-34 years,Region Syddanmark,"Diagnosis, total",2649,3132,3343,3133
Women,30-34 years,Region Syddanmark,Infectious diseases,29,30,67,60
Women,30-34 years,Region Syddanmark,Diseases of lung,42,54,38,49
Women,30-34 years,Region Syddanmark,Diseases of the nervous system,53,40,60,47
Women,30-34 years,Region Syddanmark,Diseases of the heart and great vessels,24,19,26,19
Women,30-34 years,Region Syddanmark,"Diseases of arteries, veins, lymph",6,5,..,3
Women,30-34 years,Region Syddanmark,Varicose veins in leg,0,0,0,0
Women,30-34 years,Region Syddanmark,Diseases of blood and lymphatic tissue,5,10,11,8
Women,30-34 years,Region Syddanmark,Diseases of the stomach and intestines,229,264,286,327
Women,30-34 years,Region Syddanmark,Diseases of the urinary tract,54,52,59,74
Women,30-34 years,Region Syddanmark,Diseases of the musculoskeletal system,62,66,77,69
Women,30-34 years,Region Syddanmark,Diseases of female genital organs,57,54,47,53
Women,30-34 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",1300,1638,1721,1506
Women,30-34 years,Region Syddanmark,Diseases of the skin and venereal diseases,21,31,35,33
Women,30-34 years,Region Syddanmark,Diseases of the eye,..,..,..,..
Women,30-34 years,Region Syddanmark,"Diseases of ear, nose and throat",28,21,15,37
Women,30-34 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",27,34,35,27
Women,30-34 years,Region Syddanmark,Mental disorders,299,351,380,378
Women,30-34 years,Region Syddanmark,Diseases of mamma,..,..,3,3
Women,30-34 years,Region Syddanmark,Sterilization,0,0,0,0
Women,30-34 years,Region Syddanmark,Concussion,..,..,..,0
Women,30-34 years,Region Syddanmark,Poisonings,18,16,23,34
Women,30-34 years,Region Syddanmark,Live-born children,0,0,0,0
Women,30-34 years,Region Syddanmark,Other diseases,390,442,457,404
Women,30-34 years,Region Midtjylland,"Diagnosis, total",2990,3364,3537,3438
Women,30-34 years,Region Midtjylland,Infectious diseases,54,40,68,82
Women,30-34 years,Region Midtjylland,Diseases of lung,80,77,63,60
Women,30-34 years,Region Midtjylland,Diseases of the nervous system,60,52,54,58
Women,30-34 years,Region Midtjylland,Diseases of the heart and great vessels,18,19,23,22
Women,30-34 years,Region Midtjylland,"Diseases of arteries, veins, lymph",7,7,4,7
Women,30-34 years,Region Midtjylland,Varicose veins in leg,0,0,0,0
Women,30-34 years,Region Midtjylland,Diseases of blood and lymphatic tissue,8,9,15,15
Women,30-34 years,Region Midtjylland,Diseases of the stomach and intestines,325,342,398,391
Women,30-34 years,Region Midtjylland,Diseases of the urinary tract,79,95,79,101
Women,30-34 years,Region Midtjylland,Diseases of the musculoskeletal system,85,83,84,93
Women,30-34 years,Region Midtjylland,Diseases of female genital organs,40,41,49,54
Women,30-34 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",1287,1501,1608,1489
Women,30-34 years,Region Midtjylland,Diseases of the skin and venereal diseases,45,33,34,25
Women,30-34 years,Region Midtjylland,Diseases of the eye,..,..,..,..
Women,30-34 years,Region Midtjylland,"Diseases of ear, nose and throat",35,23,33,44
Women,30-34 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",35,27,24,23
Women,30-34 years,Region Midtjylland,Mental disorders,413,473,519,518
Women,30-34 years,Region Midtjylland,Diseases of mamma,5,4,4,3
Women,30-34 years,Region Midtjylland,Sterilization,0,0,0,0
Women,30-34 years,Region Midtjylland,Concussion,4,7,5,5
Women,30-34 years,Region Midtjylland,Poisonings,51,63,47,41
Women,30-34 years,Region Midtjylland,Live-born children,0,0,0,0
Women,30-34 years,Region Midtjylland,Other diseases,358,466,424,405
Women,30-34 years,Region Nordjylland,"Diagnosis, total",1372,1715,1881,1743
Women,30-34 years,Region Nordjylland,Infectious diseases,19,25,26,37
Women,30-34 years,Region Nordjylland,Diseases of lung,18,13,29,24
Women,30-34 years,Region Nordjylland,Diseases of the nervous system,27,40,30,46
Women,30-34 years,Region Nordjylland,Diseases of the heart and great vessels,8,11,6,8
Women,30-34 years,Region Nordjylland,"Diseases of arteries, veins, lymph",3,3,3,..
Women,30-34 years,Region Nordjylland,Varicose veins in leg,0,..,0,0
Women,30-34 years,Region Nordjylland,Diseases of blood and lymphatic tissue,3,6,11,..
Women,30-34 years,Region Nordjylland,Diseases of the stomach and intestines,176,225,210,240
Women,30-34 years,Region Nordjylland,Diseases of the urinary tract,25,33,35,38
Women,30-34 years,Region Nordjylland,Diseases of the musculoskeletal system,20,24,56,42
Women,30-34 years,Region Nordjylland,Diseases of female genital organs,36,45,29,63
Women,30-34 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",692,874,930,788
Women,30-34 years,Region Nordjylland,Diseases of the skin and venereal diseases,20,9,26,26
